date,BOM Data,Weather Station Data
30/06/2019 08:00,14.17,323.845
30/06/2019 09:00,14.17,450.2
30/06/2019 10:00,14.17,541.0
30/06/2019 11:00,14.17,551.775
30/06/2019 12:00,14.17,472.235
30/06/2019 13:00,14.17,349.715
30/06/2019 14:00,14.17,217.265
30/06/2019 15:00,14.17,171.09
30/06/2019 16:00,14.17,55.33
30/06/2019 17:00,14.17,3.53
30/06/2019 18:00,14.17,0.0
30/06/2019 19:00,14.17,0.0
30/06/2019 20:00,14.17,0.0
30/06/2019 21:00,14.17,0.0
30/06/2019 22:00,14.17,0.0
30/06/2019 23:00,14.17,0.0
01/07/2019 00:00,12.3,0.0
01/07/2019 01:00,12.3,0.0
01/07/2019 02:00,12.3,0.0
01/07/2019 03:00,12.3,0.0
01/07/2019 04:00,12.3,0.0
01/07/2019 05:00,12.3,0.0
01/07/2019 06:00,12.3,0.0
01/07/2019 07:00,12.3,24.34
01/07/2019 08:00,12.3,317.61
01/07/2019 09:00,12.3,475.585
01/07/2019 10:00,12.3,567.875
